loss,learning_rate,weight_decay,beta_a,beta_b,dropout,warmup_len,label_smoothing,batch_accum,n_head_pow,n_layers,lang,arch
3.8836167435914106,0.0019802840706357456,0.8951848996253483,0.9785441271858683,0.9,0.0,0.22440566811076726,0.0,43,1,5,ru,electra
4.010142099043877,0.0019308493443532825,0.8146412620856014,0.9381528031070968,0.9507411928487036,0.0,0.9254279252252748,0.21777942528964403,35,1,4,ru,electra
4.087876316191777,0.00498670470797007,0.5940062189177079,0.9128731480294848,0.9125302451959437,0.7538057801753987,0.5349964080790206,0.45200515818571074,91,5,2,ru,electra
6.4185238068422645,0.001959968425227079,0.8725050382236803,0.9576317264503099,0.9102261328841098,0.20925735613919658,0.0,0.4676943501005755,43,4,5,ru,electra
3.936718106426307,0.0016562021758545402,0.7322992000565457,0.9820999836982892,0.9304447285498991,0.7418561919242701,0.3435853054038496,0.0,60,2,6,ru,electra
4.406956379987446,0.0020806172149123,0.8905293514204966,0.9765179582914821,0.9,0.11719636268845576,0.00015384725174666427,0.0,3,2,5,ru,electra
3.9454553583757765,0.0016080833488133946,0.7328137623683606,0.9799142720377909,0.9329957688501233,0.012480670827271556,0.43995549721790944,0.0,37,2,6,ru,electra
4.050802096417123,0.0016590375741135205,0.7407507729647189,0.99999999,0.9348721494973832,0.02093639227375178,0.3729215002710461,0.0,26,1,6,ru,electra
3.947957712745781,0.0019293814145753003,0.8965433659664339,0.9612940651477876,0.9776570590455539,0.03210384130000346,0.30582080486415053,0.0,63,1,5,ru,electra
3.9855745271075493,0.0019405898199737516,0.8952096450893009,0.9852172666530769,0.9154478897452537,0.5693537869592142,0.9139672886752889,0.0,43,1,5,ru,electra
3.9206467224962775,0.0019280558844411875,0.8971743403054233,0.9462494771698567,0.9407461687460263,0.8919941082882512,0.04454114946705003,0.0,53,1,5,ru,electra
6.31935447918745,0.001978694078565242,0.8975650371674952,0.9131645701609844,0.9035067520672102,0.5440074244863281,0.0,0.0,41,1,5,ru,electra
4.037536942287168,0.0018634164162081124,0.8648758632392013,0.9446945861523841,0.9433095706008778,0.32806887323339745,0.40963571106903907,0.0,23,1,5,ru,electra
4.00133519337175,0.0016884294805635663,0.732183691552172,0.99999999,0.9286513903086078,0.5244855553070044,0.36277480234851056,0.0,99,2,6,ru,electra
4.0045631010475855,0.0014194083137890187,0.6773901820205754,0.9892190415924559,0.9342723589112384,0.26020283578652526,0.27220511302350425,0.0,75,1,6,ru,electra
3.9976422232188837,0.0019260597983717727,0.8761011789474449,0.947666690709561,0.9427794283958186,0.6255197822888225,0.0,0.0,64,1,5,ru,electra
4.118800960117397,0.0018141610691503112,0.8845384952862767,0.99999999,0.9055546349459938,0.8482499253512416,0.05331347763843999,0.0,17,1,5,ru,electra
4.451594533640727,0.0018573664265123437,0.8625982413309836,0.9435395740298743,0.9419005700495893,0.9,0.33490130241694505,0.0,6,1,5,ru,electra
4.042140423825609,0.0014393827228619575,0.6678490208041171,0.9925632932730402,0.9311853429461625,0.36055435073319475,0.8500553953382715,0.0,87,1,5,ru,electra
3.865729526673634,0.0018861507380123343,0.883592575879869,0.9866733738850539,0.9226285974900523,0.2677938028386989,0.6550582225877061,0.0,86,5,5,ru,electra
4.005370729285722,0.0018162518765027472,0.8836746296239387,0.9837825932730749,0.9262546919115743,0.17829402441042444,0.6566090855668263,0.0,100,0,5,ru,electra
3.952463434530323,0.0017979018910005851,0.8784057474779282,0.9862292170162138,0.929084622494999,0.09433544214007843,0.12476787247932508,0.0,97,2,5,ru,electra
3.8759545346647486,0.0019322926929161975,0.8914405829048426,0.9902571414236878,0.9102388775521133,0.07236244180948014,0.18291309644559325,0.0,54,3,5,ru,electra
4.061801658502166,0.0019347448213856032,0.8966881649332739,0.9896858884825949,0.9093405045351499,0.23046133503458313,0.36351088549409977,0.0,59,0,5,ru,electra
3.960006218848541,0.001862525671723724,0.8781055159926601,0.9812973363152406,0.9271018566357577,0.03427030944428335,0.2416116029511541,0.0,59,2,5,ru,electra
3.876579009836188,0.0019190421143904495,0.9055620115898306,0.988454110176893,0.9149441381310611,0.44984402493869663,0.5468189867271024,0.0,64,3,5,ru,electra
3.941280805796674,0.0018406912175840363,0.8801932610260542,0.9560458560386014,0.9509706272555742,0.2190344368222078,0.33355825637887515,0.0,73,1,5,ru,electra
3.973051541923049,0.0018857012989410948,0.9120825976303757,0.9866003027057174,0.919008245959333,0.3495564019479919,0.4592543213684009,0.0,100,1,5,ru,electra
3.8712339013507298,0.001861979214124368,0.9130708525139952,0.9863922361430103,0.9215846314771712,0.6521844494000644,0.8623243295089711,0.0,100,4,5,ru,electra
3.8877248635307273,0.0018617829344354216,0.9188982028946895,0.9862497328466372,0.9197288813261209,0.10868852708243587,0.5854588957546689,0.0,100,4,5,ru,electra
3.902902656465296,0.0019617040137683618,0.9095403438534799,0.9820249105987137,0.920155732572218,0.14951194878471197,0.7581241603395444,0.0,56,5,5,ru,electra
3.842739917418665,0.0017671485178413328,0.8805683687552983,0.9526511776761055,0.9508324458283188,0.5996727936760232,0.6412347155654627,0.0,46,3,5,ru,electra
3.9663390917944223,0.001734002613879887,0.8820862494504359,0.9517703342140003,0.9498193171409094,0.3111303335149627,0.8026837469744971,0.0,44,1,5,ru,electra
3.8837062472650836,0.001957571610254526,0.9481324947130811,0.9885153551394618,0.9086936031912796,0.5247050555905081,0.5858074973785543,0.0,56,3,5,ru,electra
3.864937105052266,0.0019192520166604404,0.9381764150874133,0.9860886755065308,0.9100483100136632,0.2679078794467891,0.40923186847798865,0.0,73,5,5,ru,electra
3.8275650617101222,0.001964972441401411,0.9140453955875891,0.986211611101225,0.9046620529437931,0.4971364196875138,0.28683613486514076,0.0,43,5,5,ru,electra
3.904884482903581,0.001927163881127586,0.9347414581558982,0.9872036410376568,0.9036042923581094,0.3324339559590724,0.6924606859759168,0.0,54,5,5,ru,electra
3.922246129721685,0.002046428446130643,0.9494419371044689,0.985561587723208,0.9115488328224464,0.834605656699892,0.8872368999827124,0.0,56,5,5,ru,electra
3.8506431834887924,0.001958837283374322,0.9373120875925881,0.9863798888320054,0.9085531175134863,0.7783630977017756,0.0604833160273561,0.0,55,5,5,ru,electra
3.823448464391035,0.0020255130000733246,0.9428049921705032,0.9845343954127181,0.9120936415055168,0.04060505746703855,0.6917575162025065,0.0,64,5,5,ru,electra
6.384494439839788,0.0021488120404709824,0.9513564235629552,0.9838249468489154,0.9139527138777852,0.28446837419181714,0.0,0.0,52,5,5,ru,electra
3.98108711347144,0.0017057306693665554,0.8145862892028503,0.99999999,0.919881711904061,0.10353290814616176,0.1207144116446845,0.0,86,2,5,ru,electra
3.929366253173816,0.0024280877613491202,0.8200935579483354,0.9847288805556047,0.934524132233803,0.45187939829519275,0.2575021705995183,0.19741391665132896,53,3,4,ru,electra
3.9563790242365324,0.0017416263695304178,0.6206824631449274,0.9894265349172621,0.9633270903725968,0.4927588549599367,0.7203283062661574,0.0,18,2,6,ru,electra
4.042345459708359,0.0024232784274244726,0.5542392689963747,0.9851521870509353,0.9020924543544543,0.41258546979361455,0.2764724238010576,0.19082744782214478,25,1,4,ru,electra
3.96584894495217,0.001993101639388347,0.7688915814118347,0.9699356785881333,0.9417955435961468,0.36216040888771633,0.6172799841516795,0.0,35,2,5,ru,electra
3.8321791849131563,0.001764949859172893,1.0,0.9644697692514226,0.9188671102162325,0.4728713380423741,0.06016518221453083,0.0,47,4,5,ru,electra
3.9462272824667903,0.0015309513801641935,0.35801191826390727,0.9563607239157286,0.9681141712716708,0.05813564213853736,0.6672389282338091,0.0,21,5,6,ru,electra
3.9963697530614763,0.0016725585518571904,0.6643426638058874,0.9666131834467981,0.9929943811028632,0.7276590373365927,0.6146073164095304,0.0,79,3,5,ru,electra
3.950303481739416,0.0015248106224276697,0.7199838108320342,0.9793731203869332,0.9225137689479389,0.10870748578787959,0.6240004803323107,0.37478993526765836,46,4,5,ru,electra
6.257019705878336,0.00197972189085819,0.5330128058617825,0.9693369694748083,0.9433310620545731,0.3057884581606468,0.010305786415789383,0.0,30,4,5,ru,electra
3.922051726602094,0.0016263658972330566,0.7527411758976698,0.9682141414247152,0.9343904702017996,0.7187655026991745,0.01957084828052793,0.06994515833596304,86,4,5,ru,electra
3.869593246857311,0.001772536380243568,0.9249520771565215,0.9672327127236653,0.9913212892961627,0.8569822772301051,0.05413399058013082,0.0,57,4,5,ru,electra
3.8517339386556513,0.0018885180621116043,1.0,0.9896651140452561,0.9072037274799905,0.6060742817381758,0.17724255007864378,0.0,83,4,5,ru,electra
4.1991560011940345,0.012198802443848647,0.4932352878988411,0.9141576839425212,0.9295474368392646,0.041017394507047965,0.5575348158400818,0.08485553803345176,90,0,2,ru,sgns
4.851045926777688,0.02459772504794055,0.4639433376193809,0.953032161072995,0.9187844687798388,0.5440858591343715,0.703887355647065,0.43468161903836944,4,2,6,ru,sgns
6.192314583624971,1.8768358669200975e-05,0.990803447958731,0.9349166340655134,0.9344329396298122,0.33271247199115794,0.12406774034917814,0.12019331606748858,89,3,5,ru,sgns
9.64467245443985,3.758595065788204e-07,0.39902763195702917,0.9638238406083351,0.9386352512687084,0.5522535671739526,0.34747350180063347,0.20604073385803176,65,1,3,ru,sgns
5.754995241075683,3.546195862717145e-05,0.6893011168565703,0.9802058707668763,0.9574361879612096,0.6299643624954543,0.05294661207109787,0.3302310457845459,70,1,3,ru,sgns
4.819770357407934,0.07415178813648796,0.14880082009463505,0.929888067046942,0.9252504366537436,0.0986214816217561,0.7238269730998156,0.1343700450178397,85,4,4,ru,sgns
4.091668741327234,0.0018847618923946968,0.05143012838722051,0.9851093085797017,0.9873366533211758,0.43234714007709407,0.37373807701110134,0.24021587147022638,40,2,3,ru,sgns
6.706541305170852,0.02572272040880884,0.6474440637418389,0.9966622671162647,0.9527328218266354,0.4821651207249909,0.22285917117858184,0.24658200769837918,36,4,6,ru,sgns
6.739322061692153,0.7583030305470755,0.6685988553469036,0.9292558252098685,0.9842226520593346,0.7012824478318829,0.32512215398176675,0.20542297028219192,100,2,3,ru,sgns
8.319430338198796,1.3873674526778992e-06,0.8232190993486393,0.9200185495995389,0.9281829234875166,0.5789406649028745,0.3717020954182459,0.9454971779404003,47,2,4,ru,sgns
4.386012501803233,0.0012645451987330662,0.0,0.9,0.99999999,0.0,1.0,0.0,100,5,1,ru,sgns
9.619870220175116,0.0011815705788353686,0.0,0.9,0.9592107689722048,0.004546090356785728,0.5600287186420646,0.99999999,100,0,1,ru,sgns
3.969153272429707,0.0017222024584099503,0.5085189557962583,0.935125231958978,0.9665995177180247,0.4516627686178068,0.4050654665849922,0.22117873863459847,72,2,2,ru,sgns
4.145739488644492,0.0016221675732031253,0.9368513544114996,0.902743563125031,0.9543930486212056,0.4884508507411867,0.4297327187272843,0.20625924528794584,89,2,1,ru,sgns
4.051583695007177,0.0018493502014102004,0.35715675911806916,0.9329813464348222,0.9623571247255572,0.39163647400003054,0.44335980461200236,0.2015650485610278,74,2,2,ru,sgns
4.245153654450581,0.005933422681713297,0.0,0.9842630467433273,0.9646245216267797,0.23477724487115975,0.6790057191110417,0.08498482506204427,46,0,4,ru,sgns
4.116180103426436,0.007650008720027536,0.126620336563211,0.9212761430096098,0.946976032411807,0.04258586736214868,0.8931160443802162,0.16324492733730658,49,0,3,ru,sgns
4.938416144262593,0.010272673206567495,0.0,0.9853097608867794,0.9546618114889174,0.41863638261197267,0.8190979057262108,0.0,1,0,1,ru,sgns
4.182924642666562,0.00250705668075881,0.0,0.9540185891976776,0.9757303571141116,0.0,0.5533797335516816,0.16869212195739197,79,0,3,ru,sgns
3.9890518800450163,0.0017219770531310694,0.4746255345078596,0.9259853952541384,0.9399629798335152,0.2987510649131951,0.3595355901424339,0.23245580366389426,91,2,2,ru,sgns
3.9349481660189167,0.0042601203117835825,1.0,0.9,0.9892747023675921,0.13973353557535317,1.0,0.1907615725864674,100,3,4,ru,sgns
3.9374867907661635,0.004590605490623279,0.6858120910650812,0.9,0.9709777278480357,0.7524539268895287,1.0,0.20198029390933528,99,3,5,ru,sgns
4.061270311989849,0.0016795830582160317,0.13994231223598053,0.9447515931961284,0.9414218187597418,0.4151707956915268,0.3485749407794127,0.24099585364370366,72,1,3,ru,sgns
3.878936650005015,0.002253188873390856,0.7712316289986135,0.9475358919133678,0.9264021315060247,0.6855367869670463,0.39705422222020936,0.187226644754045,100,3,4,ru,sgns
3.989937060668726,0.0025822947835046134,0.38336466781258444,0.9140400445874921,0.9281070258294633,0.5960064048365691,0.26737645544385635,0.19563306777930362,100,3,5,ru,sgns
3.840421535758183,0.002173223000722322,0.8668740138560451,0.9,0.9,0.6373092472845082,0.3367734311477269,0.14891854492060355,100,5,6,ru,sgns
3.8909657204443424,0.0020295112551731256,0.7853197029101083,0.9173335407757397,0.9409982120565549,0.03403552781005982,0.3228584632602504,0.1330472465227936,100,3,4,ru,sgns
4.020278429216602,0.008955687786881139,1.0,0.9,0.9,0.5761022549568398,1.0,0.29148198590112645,100,4,3,ru,sgns
4.331052348400901,0.0005569292093722218,0.19229912497416346,0.9,0.9,0.9,0.0016948393923404375,0.06317091491648268,100,5,6,ru,sgns
3.8565764938013025,0.002153469748110683,1.0,0.9276576496675126,0.9341445538285241,0.7848456557692299,0.33307024838953503,0.14931405882225268,72,5,4,ru,sgns
3.9250881157793605,0.0028579692447197186,1.0,0.9765416623505707,0.99999999,0.16341156854438002,1.0,0.2511079730144858,100,5,6,ru,sgns
6.788325394116143,1.0,1.0,0.9,0.9,0.17353207452325367,1.0,0.45931379593550514,100,5,6,ru,sgns
4.015404734010587,0.008559734372965738,1.0,0.9477911887081989,0.9,0.5922006096911128,0.7031985534819629,0.23470042635085725,100,5,5,ru,sgns
4.135293583156661,0.0026255832619443333,0.0,0.9164831328575211,0.9,0.9,0.3628107165030795,0.14857425559728843,100,5,2,ru,sgns
3.894556318169557,0.0021723250391268993,0.9980731974657538,0.9618310128541093,0.9225776796441459,0.33318774906349,0.12554361210775047,0.1720594440554977,68,5,3,ru,sgns
4.062069610710927,0.001596544663615929,0.0,0.91145796310332,0.99999999,0.6322638213576229,1.0,0.2231623329090745,48,0,5,ru,sgns
3.8487687697916466,0.002335715564839462,1.0,0.9804106361558946,0.9,0.9,0.8825356738968062,0.13387534216019537,74,5,6,ru,sgns
3.851537422310854,0.001952949787056891,1.0,0.9265128542335118,0.9185152408051622,0.8741208255060892,0.49794092661300815,0.17837933624613997,91,4,6,ru,sgns
3.8364667140006694,0.0023091128275415564,0.9711690663880381,0.9435496702984242,0.9043633083150782,0.633793738450956,0.5239217884814541,0.17214881701493065,93,2,6,ru,sgns
4.477677513182273,0.001826966474659851,0.647469863084929,0.9114395610058823,0.9669961679025105,0.7890775938626727,0.47094241136765186,0.22056201018417773,3,4,6,ru,sgns
4.248840225955826,0.003702460796059206,0.0,0.9,0.9,0.5639711102453964,0.498064419486794,0.19431994533816505,53,1,1,ru,sgns
4.124456856243848,0.007746264612125389,1.0,0.99999999,0.9,0.6664712302063135,0.8972225481136066,0.06244884181987274,100,5,6,ru,sgns
5.388862520725308,0.022514509114053154,0.0,0.9,0.9164194645835291,0.5591955907034979,0.9546119293584386,0.6312630689616348,1,1,5,ru,sgns
3.8113442910677438,0.0019816376859546664,1.0,0.9271951057148364,0.939034685234359,0.6133957912435088,0.44651580598057394,0.1972595781788651,71,3,6,ru,sgns
3.9293561443589655,0.002872202507510182,1.0,0.9067413643095308,0.9248730592676722,0.7717098062143642,0.7153995832532571,0.19859741146108661,71,2,6,ru,sgns
3.8485535390468493,0.0014809008096211764,1.0,0.9402568707174247,0.9497419668824498,0.48347656497733293,0.9156552786993257,0.19197486481592219,71,4,6,ru,sgns
3.8607420209442753,0.0016910298280557352,1.0,0.9567275931898483,0.9118482524972539,0.6025396453767253,0.7979529025233153,0.18684470134401876,55,5,6,ru,sgns
3.8089422123431116,0.0019025871567068208,1.0,0.9612394615182999,0.9334221443417774,0.38863605085242764,0.3547447135346936,0.18256395074034618,80,4,6,ru,sgns
3.8716131632743473,0.002060261179447653,1.0,0.9317397316368898,0.972748643855728,0.5239373364831991,0.44464956442478004,0.2457068474069842,69,3,6,ru,sgns
3.830588134403633,0.0018187733596443352,1.0,0.9734612660397849,0.9511184607486112,0.6704978501457362,0.38668990146834586,0.1857409806070413,91,4,6,ru,sgns
3.931911188048866,0.0017108465709816086,1.0,0.99999999,0.9322886103227772,0.0,0.2681681008840327,0.1917198427429519,80,3,4,ru,sgns
4.0750154221180175,0.0015009246644534077,1.0,0.9738265064145466,0.99999999,0.18868245379646706,0.0,0.12343348851744751,69,3,1,ru,sgns
3.8777966748522408,0.0020511160331545437,1.0,0.9576760574715588,0.9,0.7559570415102094,1.0,0.19635277372112173,64,5,6,ru,sgns
5.926809925204769,0.008407615015234701,8.842085433366672e-05,0.99999999,0.99999999,0.10740020165669675,0.0,0.14300462880978737,100,1,1,ru,sgns
3.868012871887283,0.0018850532984069684,1.0,0.9416058578227398,0.9124833892193766,0.40906418730292576,0.2977591841231944,0.18897361662003082,84,2,6,ru,sgns
3.870574039763917,0.0010013394325838225,1.0,0.9768533289506026,0.99999999,0.0,1.0,0.17341173042013133,81,5,6,ru,sgns
3.996747324948905,0.007152007694918724,1.0,0.9,0.9708766295084627,0.5841048001814764,0.7328229011045989,0.1042659609350673,100,5,6,ru,sgns
3.8407831284894414,0.001724840306597449,1.0,0.9464541404350288,0.9042016501365499,0.768626791230596,0.27957438889893566,0.18347694640804407,81,4,6,ru,sgns
3.8150444880725054,0.0019217896854469352,1.0,0.951800072245811,0.9189276546501794,0.3522903162993535,0.4140532794905746,0.19983564710686957,77,5,6,ru,sgns
3.9263975557565662,0.0018241881421103077,1.0,0.9450418257007588,0.9835286876165983,0.0444427372477413,0.24081582154876624,0.19556400272734176,76,5,2,ru,sgns
3.8664127762842972,0.002823555768424593,1.0,0.9494230936720026,0.9383440751527811,0.1807851391495835,0.8143289058702954,0.1235729924714994,55,5,6,ru,sgns
3.935325503007387,0.0021265610976026385,1.0,0.982015716611234,0.9265619044072514,0.8293311120999933,0.6278594970159733,0.21875571506837319,68,2,6,ru,sgns
3.9178845256185966,0.0016169660687103224,1.0,0.9347848338412413,0.99999999,0.0,0.9007182604530938,0.13705875830887737,70,2,6,ru,sgns
3.8321732857348985,0.0016115706049932216,1.0,0.9581226457922242,0.9676278215000768,0.3825661772528328,0.3091396206237783,0.16250762532981167,73,5,6,ru,sgns
3.7960005367648897,0.0022116357341914784,1.0,0.9392249452579273,0.9104279470086889,0.26269879596561574,0.37139259805405145,0.17819906670940036,86,5,6,ru,sgns
3.800684631360514,0.0018129295625025188,1.0,0.9607343599586899,0.9456218305277665,0.7408046089793339,0.19430138682112943,0.079647298854734,70,4,6,ru,sgns
3.813884778810991,0.0023886541302487805,1.0,0.9313942659716427,0.9,0.46027607257148273,0.2741464684355393,0.11647007424705486,83,5,6,ru,sgns
3.870011018363398,0.002246120666084802,0.8271061007159912,0.9940785015032875,0.9633451814774439,0.31076730435297967,0.3952300585699622,0.17364647287591037,80,5,6,ru,sgns
3.80681935083949,0.001504850428458516,1.0,0.9509013820470713,0.9,0.5280070154286675,0.13824697081200016,0.10125718526613121,71,5,6,ru,sgns
3.922115331305684,0.002512281208801613,1.0,0.936183759477403,0.9563438421209705,0.04873546649873556,0.4249772550719337,0.1589611997629354,83,0,6,ru,sgns
3.8044925583436395,0.00177770861716983,1.0,0.9,0.9010029248554079,0.3985638387651345,0.1930061313634079,0.08567854529672388,77,5,6,ru,sgns
3.8414425051953516,0.00177981432625807,1.0,0.9029886963521863,0.9471257728734702,0.8711672829234323,0.1931428698724032,0.08063417332783161,78,5,6,ru,sgns
3.8042689664322404,0.0015655716211648498,1.0,0.9138254768690105,0.9404801912280655,0.5793099967772652,0.11675942866106091,0.07810319483494754,53,5,6,ru,sgns
3.801609579388798,0.001272503520599951,1.0,0.9386905677175907,0.9,0.14549619328291497,0.0056486714770644115,0.0006067361333375003,39,5,6,ru,sgns
3.8382086062361407,0.0012796944356885346,1.0,0.9206747837599049,0.9054284120233754,0.2745571745882415,0.04315766564748806,0.07117048031346236,39,5,5,ru,sgns
3.8198225774244374,0.0016108566787630307,1.0,0.9984508968384467,0.9189696739673553,0.2581307047163326,0.12430828602692576,0.046971946595980314,57,5,6,ru,sgns
4.126472897817122,0.000406630653795078,1.0,0.9,0.9,0.2136416708725704,1.0,0.10175258142214648,67,5,6,ru,sgns
