loss,learning_rate,weight_decay,beta_a,beta_b,dropout,warmup_len,batch_accum,n_head_pow,n_layers,lang,arch
1.1286455173024945,0.015144369247072962,0.0,0.9,0.9,0.0,1.0,1,0,5,it,sgns
1.1293252809328191,0.05853420380700387,0.0,0.99999999,0.9,0.9,1.0,1,0,1,it,sgns
1.0989488677885018,0.00027619244721125693,1.0,0.9405069434773073,0.9,0.9,0.0,1,5,1,it,sgns
1.1065314350490476,0.010955994065426324,0.9253786841667375,0.9,0.9,0.9,1.0,1,5,1,it,sgns
1.135068467135523,0.48916738728902925,1.0,0.9683617237031364,0.9,0.0,1.0,1,5,6,it,sgns
1.091444705060884,0.0002519412618571751,1.0,0.9862530834579323,0.9,0.9,1.0,1,5,1,it,sgns
1.1320427603534624,0.12331768798541394,0.0,0.9,0.9721659176281711,0.0,1.0,100,0,1,it,sgns
1.1275220618528479,0.0002971294710592811,1.0,0.99999999,0.9,0.9,1.0,1,5,6,it,sgns
1.0978484754620814,0.0022348333789571303,1.0,0.9,0.9935913071854586,0.0,0.8888776148375549,1,5,1,it,sgns
1.1337714261202252,1.0,1.0,0.99999999,0.99999999,0.9,1.0,1,0,6,it,sgns
1.12861092413173,0.000242782130995507,1.0,0.99999999,0.9860152245486585,0.9,0.0,1,5,1,it,sgns
1.127914296907537,0.008217673236199808,1.0,0.9,0.99999999,0.9,1.0,1,0,1,it,sgns
1.1070234491895228,0.002406872674178904,1.0,0.9,0.9,0.25803670878566765,0.28420499141390965,1,5,1,it,sgns
1.1300544847086365,0.5516410158457328,0.0,0.9,0.99999999,0.9,1.0,1,0,6,it,sgns
1.1655256463896995,0.10672165674700625,0.0,0.99999999,0.99999999,0.0,1.0,1,5,6,it,sgns
1.093503012140592,0.0002788495702149803,1.0,0.9,0.9,0.9,0.537227681369612,1,0,1,it,sgns
1.1336587312642266,0.04317271258490547,0.0,0.9,0.9,0.9,0.0,100,0,1,it,sgns
1.0994527844026978,0.00031092533360448614,1.0,0.9,0.9817070577181217,0.9,1.0,1,5,1,it,sgns
1.0964478656591155,0.002082247715802043,1.0,0.9,0.9,0.9,1.0,1,5,1,it,sgns
1.094157614296558,0.0002484016474007484,1.0,0.9,0.9,0.9,1.0,1,0,1,it,sgns
1.0976783276819715,0.00030016808783644,1.0,0.9,0.9,0.11086054522362668,1.0,1,5,1,it,sgns
1.095535704837126,0.002129607365272696,1.0,0.9,0.9,0.9,1.0,1,5,1,it,sgns
1.2777879280950508,2.881974665839153e-05,1.0,0.9453694319277768,0.9,0.9,0.11224789007900378,100,5,1,it,sgns
1.139637454294691,2.6548932075171735e-05,1.0,0.9137817704703397,0.9,0.6224579172556239,1.0,1,0,6,it,sgns
1.1281947869179296,2.821010990432474e-05,1.0,0.9025553570997293,0.99999999,0.9,0.9877747092239717,1,1,6,it,sgns
1.128310219339296,7.704305200200883e-05,1.0,0.9963662647712573,0.99999999,0.9,1.0,1,2,1,it,sgns
1.1286139618742699,3.057542494267196e-05,0.6291237935107392,0.99999999,0.9388699745222834,0.9,0.9520554492685844,1,5,5,it,sgns
1.1165633221186844,0.00026975380333285316,1.0,0.9,0.9,0.8592420560743891,1.0,1,5,1,it,sgns
1.0916802622103223,0.0003386730499156753,1.0,0.9097367492580278,0.9,0.5342432131992229,1.0,1,0,1,it,sgns
1.636720671635048,0.014141853387227817,0.0,0.9,0.927359642654335,0.9,1.0,100,5,1,it,sgns
1.132052167850382,0.01595056597202697,1.0,0.9868657060457596,0.9,0.0,0.3514504109812721,1,0,6,it,sgns
1.1327777940058241,0.035173924607299706,1.0,0.9254801773903941,0.9,0.3844179973960275,0.4355991039517168,1,0,4,it,sgns
1.1226228428915435,0.007044644149356649,1.0,0.9352331406995499,0.9,0.0,0.2669051707234199,1,0,4,it,sgns
1.1075196233543696,0.004836372017509391,1.0,0.9305019353599456,0.9,0.0,0.789538012877333,1,5,4,it,sgns
1.13308428588568,0.017862471363411556,1.0,0.99999999,0.99999999,0.0,0.6714211359008911,1,0,6,it,sgns
1.1197419043148265,0.009473938099760677,1.0,0.9797084251513434,0.9,0.0,0.551990302182496,1,0,5,it,sgns
1.1324341188575706,0.04344208054916895,1.0,0.9176494604626999,0.9,0.9,0.4127213016958988,1,0,2,it,sgns
1.1262586833776211,0.023331665186646817,1.0,0.9991999145511743,0.9,0.0,0.6727731490355643,1,0,1,it,sgns
1.1314585315269583,0.17931063035265093,0.0,0.9,0.9,0.9,1.0,100,5,6,it,sgns
1.1054836057681663,0.005028495228542594,1.0,0.9,0.9,0.0,0.9999404064077655,1,5,6,it,sgns
1.1360292626876458,0.03500836486972917,1.0,0.9,0.99999999,0.0,0.0,1,0,6,it,sgns
1.1335037334152296,0.008424647746097965,1.0,0.9,0.9649365268419171,0.0,0.0,1,0,5,it,sgns
1.1185758465411617,0.00014977241963759323,1.0,0.9402605010537893,0.9278891408408515,0.9,1.0,1,0,1,it,sgns
1.1283510505077885,0.00035245492789928327,1.0,0.99999999,0.9,0.23146243433446168,0.81364687122147,1,5,1,it,sgns
1.1180767304616817,0.0055980510067354565,1.0,0.9458796287691195,0.9,0.0,0.1480950929669126,1,5,1,it,sgns
1.1573177243447772,0.6027875237386963,0.0,0.99999999,0.99999999,0.0,1.0,100,5,1,it,sgns
0.40503620137420354,0.00010381449414891446,0.09784097699616426,0.905661189699137,0.9828971081217096,0.8742530152056273,0.7893082040864192,34,4,2,it,char
187.49145806047028,4.5700336275109313e-08,0.4597469282695592,0.9835943441256328,0.9702159526080251,0.6298907655443178,0.9825468094721515,40,4,6,it,char
0.3798424622591804,0.0044225607391958415,0.0755942121345995,0.904436258913433,0.9160149186076398,0.0820505982340197,0.4533919406219251,46,2,3,it,char
162.27238321102368,1.9744209505298795e-07,0.4329593793754385,0.9575677268253142,0.962467485323744,0.586068676752027,0.9760093328346033,96,4,6,it,char
0.35595424791410857,0.00013311344581682665,0.4831910249214598,0.9836084364340064,0.9263288857254405,0.22939203881861697,0.03495773243007828,4,3,4,it,char
43.52942977007697,4.504638360339174e-07,0.3879260044334478,0.9125077747952435,0.9845710743410827,0.009406932849288186,0.06456963696610864,26,4,2,it,char
1.0348773048251283,3.2611109086462804e-06,0.36877210749705586,0.9481527941395013,0.980800317291404,0.3560918403508856,0.2784675516571991,17,0,1,it,char
0.473548599617154,0.0007635943826387185,0.5803178776712069,0.9407244801737251,0.9968536675661583,0.0783722317845462,0.4648013808358068,65,4,6,it,char
0.4234999322049758,2.06806637681489e-05,0.5738389883664364,0.9211859629076121,0.9322891392239193,0.3429998808435067,0.9400706377168047,53,4,5,it,char
167.40587351361444,1.3416118469860687e-08,0.2560074597819379,0.9838862851136685,0.947710337362191,0.4037418931920151,0.23012110204264574,9,2,3,it,char
0.4674901580062567,1.0,1.0,0.99999999,0.99999999,0.9,1.0,100,5,6,it,char
0.36620027309305525,1.803811223990681e-05,0.5074889824988639,0.9,0.99999999,0.0,0.8077163063084679,1,0,1,it,char
0.3550099975945903,1.0,0.0,0.9,0.99999999,0.9,1.0,100,5,1,it,char
3.965430908352721,7.849328506929645e-06,0.9934550729815058,0.9612032563971032,0.9,0.4974771485011113,0.0,100,5,6,it,char
0.3357738074087629,0.0073158060804371875,0.0,0.9,0.9599875111781837,0.9,0.2799489547884912,1,2,1,it,char
0.4015886751530217,1.0,0.0,0.9,0.9,0.0,0.0,1,0,1,it,char
0.37588819015727326,0.0566448702002163,0.0,0.9694788347694386,0.9868970020801657,0.9,1.0,100,5,1,it,char
0.4255873977997724,0.12372380761996163,0.6599008786357533,0.9,0.9,0.0,0.0,30,1,1,it,char
0.4672440491283641,0.056295477813496336,0.9093478894011262,0.99999999,0.9847575000474172,0.6715863025370348,0.0,20,2,6,it,char
0.5245033805089838,0.0011661347527966543,0.18299770523297493,0.99999999,0.9,0.0,0.0,100,0,6,it,char
0.36550187270781576,0.0006930511446064033,1.0,0.99999999,0.9,0.0,0.0,100,0,1,it,char
0.354586648866242,0.31701342350269385,0.0,0.9564960797200519,0.99999999,0.2856588633248737,0.538771184953541,100,5,6,it,char
0.3516214975796494,0.0020059112687361405,0.10605943435027551,0.99999999,0.9,0.9,1.0,1,0,6,it,char
0.4589706417532528,2.8610298596072475e-06,0.0,0.9267594432914609,0.99999999,0.0,0.0,1,0,1,it,char
0.35863352633457557,3.941686116294099e-05,0.0,0.9013898668663507,0.99999999,0.0,0.0,1,0,6,it,char
0.4110615822474162,5.899267499389345e-06,0.6328888498099133,0.9375097339106426,0.99999999,0.63180015248055,0.9003015000987858,2,0,1,it,char
0.36519797412086935,0.008039032564817758,1.0,0.9516972858050475,0.9754430373984285,0.0,0.0,14,5,1,it,char
16.103806114645565,2.3755954057297624e-06,1.0,0.9,0.9,0.9,0.49421281544808526,93,0,1,it,char
0.39913537777171415,1.0,0.6118369886270489,0.9413267498767062,0.9510637637123834,0.9,1.0,21,5,1,it,char
0.362812375274359,0.0006417255653943735,0.17236297123275224,0.9,0.99999999,0.0,0.45001701550908224,1,2,1,it,char
0.48031943099638996,3.880858258821139e-06,0.23507585796524233,0.9371012766552209,0.99999999,0.2193134811669126,0.2624922281974173,1,0,1,it,char
0.36269828035317214,2.3037775016270076e-05,0.23120320808488187,0.9041460976656024,0.99999999,0.0,0.7379473455503557,1,1,2,it,char
0.43628726508570653,3.8219034794050395e-06,0.1328582510645489,0.9367107132519866,0.99999999,0.10621143303975138,0.30547034490972874,1,0,1,it,char
0.4632847712460686,3.2966211855264047e-06,0.25813023497492926,0.9774225767096952,0.99999999,0.42851652695399683,0.30955894198710177,1,1,2,it,char
0.38854877936606314,2.3521922352404354e-05,0.14850577730445091,0.9285209179405841,0.9933444496830766,0.32316187697971,1.0,1,3,4,it,char
0.4447379894069597,0.011325867456191595,1.0,0.9500908138902401,0.9064320606754444,0.9,1.0,100,0,6,it,char
0.37563248080833284,3.540444159660617e-05,0.30962301990590085,0.9,0.9056431916494967,0.0,0.6652696678221088,46,0,4,it,char
0.4700882927576701,4.454474459041951e-06,0.11175479739262978,0.9889177432240894,0.99999999,0.5987777477818976,1.0,1,0,1,it,char
0.4070497887929281,1.733677225320625e-05,1.0,0.9,0.9332757267055075,0.31059954209110946,1.0,38,1,1,it,char
0.36592326319451424,0.00010741462485894068,0.6625208888440268,0.9,0.99999999,0.0,1.0,1,0,1,it,char
0.39700366531166376,2.319479075706431e-05,0.03170210304412894,0.9395321371540196,0.946401124118379,0.23648032385373816,1.0,16,0,1,it,char
0.38641168786965163,3.856806503337179e-05,1.0,0.9,0.9569453321410712,0.0,1.0,37,0,5,it,char
0.386832314491272,1.7907896936400467e-05,0.8397395941356757,0.9424994046847027,0.9701858607245654,0.4541498897327143,1.0,1,1,1,it,char
0.4388640053692986,3.198440650195711e-06,0.09964501728421243,0.9298293564264898,0.99999999,0.0011543616014374205,0.09976205322429871,1,0,1,it,char
0.5490398301517262,1.070493414575327e-06,0.0,0.9892357464435657,0.99999999,0.0,0.06735136474041711,1,0,1,it,char
0.33515668488016315,0.0005611307460962656,0.23281446638757414,0.9,0.9626975282007925,0.0,0.21876603795564944,1,0,1,it,char
0.5132186815785427,1.2991193162508405e-06,0.12865527766836887,0.9936880228116776,0.99999999,0.11461732561790534,0.13983163549040836,1,0,1,it,char
0.3585711796330471,0.8574561043402225,0.0,0.9,0.9718592533821822,0.0,0.11917729569649674,100,1,1,it,char
0.44559059370265286,0.00014303271931963876,0.07283269881645392,0.9,0.9387720852609951,0.0,0.0,1,0,4,it,char
0.35768004825068456,0.0001227340995279016,1.0,0.99999999,0.9120045261670282,0.0,0.0,1,5,4,it,char
0.3567260566225239,0.0005765070946180389,0.8675632797412867,0.99999999,0.9615207292951852,0.3684806787426364,0.505544299927319,1,3,1,it,char
0.35608933326309805,0.2971683124099499,0.0,0.9,0.9946403529322385,0.5464850846076491,1.0,100,5,1,it,char
0.4966617629481297,7.07360169869523e-06,0.0,0.9,0.9965373869128588,0.21979622260119192,0.38023177418809373,17,0,2,it,char
0.5065179720392414,1.2232177227486064e-06,0.0,0.9979950738683432,0.99999999,0.0,0.1314993326881639,1,0,1,it,char
0.4188042709687177,9.141199762043876e-05,1.0,0.99999999,0.99999999,0.5324159551778825,0.007229316199164842,1,4,1,it,char
0.36115790863598096,0.00012447318923211888,1.0,0.99999999,0.9,0.0,1.0,14,4,4,it,char
0.4425349019461987,0.0004812104010804626,0.0,0.99999999,0.9,0.0,0.0,100,0,1,it,char
0.3541601050040301,0.0060286044731254285,0.0,0.9,0.9,0.6915013477510925,0.0,6,0,1,it,char
0.35438761418006,0.7504849007661214,0.0,0.9,0.994904306203535,0.4276123747350214,0.0,61,5,1,it,char
0.546315807875465,0.00994663470628233,0.0,0.9,0.99999999,0.9,1.0,4,0,1,it,char
0.35539310675041347,0.006637136978338119,0.23318581949354641,0.9121048591756368,0.9692420613205852,0.7442671717858556,0.0,1,5,1,it,char
0.35842263401255886,0.0754703311703508,0.0,0.9206804928949229,0.9455289098945148,0.5739336722525744,0.0,84,5,6,it,char
0.3699772627306919,0.006217237607409081,1.0,0.986332238748679,0.9,0.0,0.0,57,0,1,it,char
0.3824488504821179,2.627102684209765e-05,1.0,0.9,0.9698246029789716,0.9,1.0,46,0,6,it,char
0.36397729230862036,0.0019230580691288678,0.9364193631377241,0.9,0.9,0.0,0.0,1,0,1,it,char
0.3541536127398996,0.00684024687756721,0.0,0.9675866663722452,0.9,0.426201849078144,0.0,11,5,6,it,char
0.36519841196022784,0.47556723050283106,0.0,0.9,0.9231126882722861,0.14871752016928166,0.0,100,5,1,it,char
0.4429144010356828,0.006652695871791536,1.0,0.9,0.99999999,0.6909384981206399,0.0,11,0,6,it,char
0.3669061366717021,0.0005339996792594622,0.0,0.99999999,0.9,0.0853523908343203,0.6107471842242456,1,3,1,it,char
0.33831191512182646,0.0068371576379893445,0.03604893181635851,0.99999999,0.9,0.6077979079168071,0.47792519251937676,1,5,1,it,char
0.34560502352434047,0.006932375247970645,0.0,0.9651463921434537,0.9,0.40001451788879855,0.0,7,5,1,it,char
0.34914792385989546,0.0070194763458082746,0.0,0.9,0.9,0.0,0.00949766732130235,58,5,1,it,char
13.441321596332624,0.052143954853767355,0.0,0.99999999,0.9,0.0,0.0,100,5,1,it,char
0.4996878651824652,0.11541260630596176,1.0,0.9378428941693653,0.904373715458232,0.9,0.0,1,1,6,it,char
0.5721338905259674,0.10569120946879997,0.881092649444986,0.9,0.99999999,0.0,0.0,31,1,6,it,char
0.3674547190899942,0.11527180164497329,1.0,0.9,0.99999999,0.40056429618011735,0.8520484400953658,1,5,6,it,char
0.36365819129756854,0.1062747232136603,0.12851021550555275,0.9048308136809646,0.99999999,0.9,1.0,63,5,6,it,char
0.3588607897618238,0.07048239102793613,0.13632445374589605,0.9475582402065282,0.9332071779433998,0.9,0.06874054635717705,88,4,5,it,char
0.41521961369233973,0.0011041868750790197,0.8780623326969641,0.9,0.99999999,0.9,1.0,100,5,1,it,char
0.3642304357313642,0.059614924920389806,0.4300602694310205,0.9650049625877809,0.9988497300823566,0.9,0.6929173608853181,90,2,2,it,char
0.5602165226141612,0.004756222085079804,0.0,0.9,0.99999999,0.9,1.0,100,5,1,it,char
0.3593938780532164,0.44896273654529567,0.0,0.9,0.99999999,0.9,0.03469929148249132,22,0,6,it,char
0.38431544983620736,0.11719195060077804,0.9195711251204772,0.9,0.9824974202367638,0.9,0.7513440778650238,34,0,1,it,char
0.36580502746151944,0.07229463296822869,0.6106227601231272,0.9835974078338502,0.9521557746672062,0.9,0.5133811437891697,95,1,3,it,char
0.4580701122377433,0.010190859207014815,0.9485870643425491,0.9113567308137808,0.9155358348032256,0.9,0.7273209001873393,78,2,5,it,char
0.3674765957406923,0.22552698116352934,0.0,0.9466308585995967,0.9,0.9,0.0,9,0,6,it,char
0.4166148098777322,0.0003339132875227979,1.0,0.9073234887764476,0.9,0.9,0.4633278316554234,100,5,6,it,char
0.48049620658743614,0.18095887991760273,1.0,0.9,0.99999999,0.0,0.4748023347195547,1,0,3,it,char
0.3719879505681057,0.0754897871213451,0.27460543084444916,0.9261730007322679,0.9814555696112235,0.670168769275921,0.08536883963415698,76,3,6,it,char
0.3508551609235651,5.414055422949913e-05,0.6117581202145609,0.9,0.9,0.9,0.9377350885266014,1,1,6,it,char
0.3573283181657978,0.0717519586095746,0.08382270202906708,0.9369766522171328,0.9603980103938777,0.9,0.10235996659672858,59,5,6,it,char
0.4371821973090078,1.8802181238016613e-05,0.24939628250405035,0.9,0.99999999,0.27072191824697833,1.0,1,0,1,it,char
0.42186682237363327,0.11928488798255553,0.9238529487889124,0.9,0.99999999,0.04200679473138195,0.24062593920476374,12,2,6,it,char
0.449017617076051,0.026927133167066367,1.0,0.9577679285893661,0.9,0.9,0.0,1,0,6,it,char
0.3546146917740504,0.000639634279224792,0.0,0.99999999,0.9,0.9,0.0,1,0,6,it,char
0.3900529192475712,0.18071291163432388,0.47745239722377614,0.907777886329574,0.9111213378538182,0.21333435517447366,1.0,5,4,3,it,char
0.33397153562190485,0.00018638136693670658,1.0,0.9889072441244771,0.9,0.9,0.9925516898026617,1,3,1,it,char
0.4765470419117049,0.05792666377864583,0.8181282150969017,0.9842579690633856,0.979751448350837,0.8011509867635432,0.0,1,2,6,it,char
0.43194767589195104,0.02424615246991179,1.0,0.9000309304377715,0.909716277082171,0.9,0.23715855459343385,17,1,6,it,char
0.3463326779440338,0.0014900798644227695,0.0,0.9,0.9,0.4887232206578127,0.0,1,0,1,it,char
1.2318314296498019,0.003896379580328314,0.23504545651990688,0.9151623066824732,0.9725685231074547,0.2741249256063747,0.13821013671989948,57,5,2,fr,electra
1.7831833843904383,0.07437026871588716,0.9473476078594911,0.9350157908188267,0.9196292048597322,0.16044001387680384,0.3780594296603771,82,2,2,fr,electra
60.80144511862362,1.1221182206845109e-06,0.5248929336343141,0.9938740075012059,0.9062980727737744,0.2317684702914672,0.28274190824690765,87,4,4,fr,electra
3.3864881252962,2.8302588968783886e-06,0.4031351758508771,0.9702477038413798,0.9499097274353325,0.07038814905760236,0.1060720171701697,35,4,2,fr,electra
17.234393381156174,9.599737410174587e-07,0.05477364473043446,0.9881771130101292,0.9119210456069518,0.8373812095529389,0.3314990117266648,34,2,3,fr,electra
1.2289858900705972,6.263843845406859e-05,0.3565299227005105,0.9241065221089328,0.9550730263832674,0.22598190362458964,0.1639194026732769,63,0,4,fr,electra
7.620462189319087,2.5203050593061974e-06,0.6126522899835987,0.9171499917916446,0.9481731482965731,0.8746441683180518,0.24779415331091542,63,1,5,fr,electra
1.2209089343501072,0.2229218722470214,0.9713706381392943,0.9953444437477762,0.9443492673176467,0.8172863945272478,0.32448673246410836,28,0,6,fr,electra
1.13883850626852,0.001332161809699802,0.6612399950194501,0.9604888426199346,0.9584362758021876,0.6388150052068399,0.7331857983694878,49,3,3,fr,electra
60.1441260136623,9.689614023836067e-08,0.5325380171673523,0.9099428511371133,0.9742806408968232,0.18041797607836568,0.7472406644819106,9,1,3,fr,electra
3.0795669711617863,1.0,0.1582645002930461,0.9227312094235913,0.99999999,0.0,0.0,80,5,1,fr,electra
1.1846032586565205,0.00015827951613664286,0.3029625983642043,0.9252318666025011,0.9563757437997192,0.05245187729698469,0.15306861306062503,63,0,4,fr,electra
1.1810718118256214,7.039973140478372e-05,0.3525446141563433,0.9246847211475832,0.9552949023861073,0.33200862365795397,0.0,63,0,3,fr,electra
1.5573946248783785,0.037014013016812945,0.19820111068193624,0.9161159785613286,0.9761655659799015,0.14189364443297348,0.17262191429658344,58,5,2,fr,electra
1.256577101352168,0.11691101247283012,0.09014936884761825,0.9162513117646213,0.9815779472235556,0.0,0.16172713265316957,57,5,1,fr,electra
1.3819802360534668,0.001504889919295086,0.18996640984258137,0.9148229424120635,0.9714407293146824,0.17039259203383264,0.1946320345298157,55,5,2,fr,electra
2.8454124171313118,1.0,0.8499670662333496,0.9699744766126202,0.9515537970559264,0.006458285028123189,0.0,10,5,1,fr,electra
2.1292725873834946,1.0,1.0,0.9958406150456909,0.9495214363394956,0.8068966078294076,0.3205360094105372,27,0,6,fr,electra
1.2127950218051087,0.0004210169277784765,0.7176990890105449,0.9633461699921458,0.965176822877948,0.18961720634305357,0.5196432372727974,39,4,2,fr,electra
1.5741951331344306,0.10657925764824999,0.9232551810607488,0.9939757517558312,0.9410931027299634,0.8248167207959544,0.2777019124670023,27,0,6,fr,electra
1.1758653320611692,6.373530099125643e-05,0.8126953928866755,0.9918199410849234,0.9170025358480134,0.8995992795218584,0.30022300316683925,32,0,6,fr,electra
1.250399176092709,0.00019591863664657677,0.34667914007298023,0.9265846011903485,0.9546996807911377,0.17107418746240252,0.04632624257159128,65,0,3,fr,electra
1.244619364495371,0.00021999173686944196,0.8775573637720958,0.9919076064905307,0.9219835434541804,0.8620333591730917,0.2753685360727027,31,0,6,fr,electra
1.1670553754825217,0.004703114474920853,0.7955988689802923,0.9598078167209012,0.9749388508620197,0.21907837130316363,0.6329971554829963,40,4,2,fr,electra
1.1704983674778657,0.006012824312664266,0.66241961444709,0.9587255708529683,0.9625033400993585,0.5746213917474914,0.7366301412706774,49,3,2,fr,electra
